fname	PID	URL	タイトル	巻次	シリーズ	版表示	著者	出版者	出版年	出版年(W3CDTF)	ISBN	冊数（ページ数・大きさ）	NDC分類	NDC分類（第８版）	NDC分類（第９版）	NDLC分類	件名（NDLSH）	公開範囲
1070480_78_0.jpg	1070480	https://dl.ndl.go.jp/info:ndljp/pid/1070480	商品年鑑	昭和17年			国勢グラフ編輯部 編	国勢社	昭和16	1941		186p ; 14cm	674					インターネット公開（保護期間満了）
1070571_68_1.jpg	1070571	https://dl.ndl.go.jp/info:ndljp/pid/1070571	世界地理年鑑	昭和17年版			国勢グラフ編輯部 編	国勢社	昭和16-18	1943			290					インターネット公開（保護期間満了）
1070622_10_0.jpg	1070622	https://dl.ndl.go.jp/info:ndljp/pid/1070622	測地学委員会報告 : 三鷹町基線測量	昭和18年12月			陸地測量部 編	陸地測量部	昭和18-19	1944			448					インターネット公開（保護期間満了）
1070622_18_2.jpg	1070622	https://dl.ndl.go.jp/info:ndljp/pid/1070622	測地学委員会報告 : 三鷹町基線測量	昭和18年12月			陸地測量部 編	陸地測量部	昭和18-19	1944			448					インターネット公開（保護期間満了）
1070622_19_2.jpg	1070622	https://dl.ndl.go.jp/info:ndljp/pid/1070622	測地学委員会報告 : 三鷹町基線測量	昭和18年12月			陸地測量部 編	陸地測量部	昭和18-19	1944			448					インターネット公開（保護期間満了）
1070622_21_1.jpg	1070622	https://dl.ndl.go.jp/info:ndljp/pid/1070622	測地学委員会報告 : 三鷹町基線測量	昭和18年12月			陸地測量部 編	陸地測量部	昭和18-19	1944			448					インターネット公開（保護期間満了）
1070959_31_0.jpg	1070959	https://dl.ndl.go.jp/info:ndljp/pid/1070959	東京高等蚕糸学校研究報告	第1巻 第3号			東京高等蚕糸学校 編	東京高等蚕糸学校	昭和11-13	1938			630					インターネット公開（保護期間満了）
1070959_31_2.jpg	1070959	https://dl.ndl.go.jp/info:ndljp/pid/1070959	東京高等蚕糸学校研究報告	第1巻 第3号			東京高等蚕糸学校 編	東京高等蚕糸学校	昭和11-13	1938			630					インターネット公開（保護期間満了）
1071027_47_0.jpg	1071027	https://dl.ndl.go.jp/info:ndljp/pid/1071027	長崎市産業要覧	昭和11年			長崎市勧業課 編	長崎市勧業課	昭和11	1936		87p ; 22cm	602.1					インターネット公開（保護期間満了）
1071027_47_2.jpg	1071027	https://dl.ndl.go.jp/info:ndljp/pid/1071027	長崎市産業要覧	昭和11年			長崎市勧業課 編	長崎市勧業課	昭和11	1936		87p ; 22cm	602.1					インターネット公開（保護期間満了）
1071051_22_1.jpg	1071051	https://dl.ndl.go.jp/info:ndljp/pid/1071051	南方衛生事情調査研究会調査資料	第2輯			南方衛生事情調査研究会 編	南方衛生事情調査研究会	昭和18	1943		157p ; 21cm	498					インターネット公開（保護期間満了）
1071169_57_3.jpg	1071169	https://dl.ndl.go.jp/info:ndljp/pid/1071169	ポケツト農林統計	昭和17年版			農林大臣官房統計課 編	内閣印刷局	昭和15-17	1942			610					インターネット公開（保護期間満了）
1071342_14_1.jpg	1071342	https://dl.ndl.go.jp/info:ndljp/pid/1071342	[神戸生糸検査所]調査時報	第16号			神戸生糸検査所 編	神戸生糸検査所	昭11至13	1938			639					インターネット公開（保護期間満了）
1071538_177_0.jpg	1071538	https://dl.ndl.go.jp/info:ndljp/pid/1071538	最新内科診断学			4版	岩男督 著	南山堂	昭13	1938		679p ; 26cm	492||492.1					インターネット公開（保護期間満了）
1071575_140_4.jpg	1071575	https://dl.ndl.go.jp/info:ndljp/pid/1071575	山林要覧	第9次			農林省山林局 編	農林省山林局	昭4至15	1940			650.59					インターネット公開（保護期間満了）
1071575_64_1.jpg	1071575	https://dl.ndl.go.jp/info:ndljp/pid/1071575	山林要覧	第9次			農林省山林局 編	農林省山林局	昭4至15	1940			650.59					インターネット公開（保護期間満了）
1071648_30_0.jpg	1071648	https://dl.ndl.go.jp/info:ndljp/pid/1071648	静岡県生産速報	昭和10年			静岡県 編	静岡県	昭11至13	1938			605					インターネット公開（保護期間満了）
1071648_36_3.jpg	1071648	https://dl.ndl.go.jp/info:ndljp/pid/1071648	静岡県生産速報	昭和10年			静岡県 編	静岡県	昭11至13	1938			605					インターネット公開（保護期間満了）
1071648_39_3.jpg	1071648	https://dl.ndl.go.jp/info:ndljp/pid/1071648	静岡県生産速報	昭和10年			静岡県 編	静岡県	昭11至13	1938			605					インターネット公開（保護期間満了）
1071649_31_0.jpg	1071649	https://dl.ndl.go.jp/info:ndljp/pid/1071649	静岡県生産速報	昭和11年			静岡県 編	静岡県	昭11至13	1938			605					インターネット公開（保護期間満了）
1071650_12_7.jpg	1071650	https://dl.ndl.go.jp/info:ndljp/pid/1071650	静岡県生産速報	昭和12年			静岡県 編	静岡県	昭11至13	1938			605					インターネット公開（保護期間満了）
1071650_20_0.jpg	1071650	https://dl.ndl.go.jp/info:ndljp/pid/1071650	静岡県生産速報	昭和12年			静岡県 編	静岡県	昭11至13	1938			605					インターネット公開（保護期間満了）
1071783_86_2.jpg	1071783	https://dl.ndl.go.jp/info:ndljp/pid/1071783	醸造試験所報告	第129号			醸造試験所 編	醸造試験所	昭和12-15	1940			588					インターネット公開（保護期間満了）
1071823_354_0.jpg	1071823	https://dl.ndl.go.jp/info:ndljp/pid/1071823	新愛知年鑑	昭和12年版			新愛知新聞社 編	新愛知新聞社	昭11至15	1940			059					インターネット公開（保護期間満了）
1071905_283_0.jpg	1071905	https://dl.ndl.go.jp/info:ndljp/pid/1071905	服部報公会研究報告	第9輯			服部報公会 編	服部報公会	昭和16-18	1943			041					インターネット公開（保護期間満了）
1071905_283_1.jpg	1071905	https://dl.ndl.go.jp/info:ndljp/pid/1071905	服部報公会研究報告	第9輯			服部報公会 編	服部報公会	昭和16-18	1943			041					インターネット公開（保護期間満了）
1072422_203_0.jpg	1072422	https://dl.ndl.go.jp/info:ndljp/pid/1072422	[大阪鉄道局]年報	昭和8年度			大阪鉄道局 編	大阪鉄道局	昭10-12	1937			686					インターネット公開（保護期間満了）
1072422_475_0.jpg	1072422	https://dl.ndl.go.jp/info:ndljp/pid/1072422	[大阪鉄道局]年報	昭和8年度			大阪鉄道局 編	大阪鉄道局	昭10-12	1937			686					インターネット公開（保護期間満了）
1072757_31_2.jpg	1072757	https://dl.ndl.go.jp/info:ndljp/pid/1072757	久留米市産業要覧	昭和12年版			久留米市産業課 編	久留米市産業課	昭12	1937		19p ; 19cm	602.1					インターネット公開（保護期間満了）
1072954_203_0.jpg	1072954	https://dl.ndl.go.jp/info:ndljp/pid/1072954	新耳鼻咽喉科学				香宗我部寿 著	南山堂	昭12	1937		584p ; 25cm	496||496.5					インターネット公開（保護期間満了）
1072954_203_1.jpg	1072954	https://dl.ndl.go.jp/info:ndljp/pid/1072954	新耳鼻咽喉科学				香宗我部寿 著	南山堂	昭12	1937		584p ; 25cm	496||496.5					インターネット公開（保護期間満了）
1073071_18_2.jpg	1073071	https://dl.ndl.go.jp/info:ndljp/pid/1073071	和歌山市勧業統計要覧	昭和7年版			和歌山市 編	和歌山市	昭和7	1932			605					インターネット公開（保護期間満了）
1073071_49_1.jpg	1073071	https://dl.ndl.go.jp/info:ndljp/pid/1073071	和歌山市勧業統計要覧	昭和7年版			和歌山市 編	和歌山市	昭和7	1932			605					インターネット公開（保護期間満了）
1073078_30_3.jpg	1073078	https://dl.ndl.go.jp/info:ndljp/pid/1073078	和歌山市勧業統計要覧	昭和11年版			和歌山市 編	和歌山市	昭和11	1936			605					インターネット公開（保護期間満了）
1073078_30_6.jpg	1073078	https://dl.ndl.go.jp/info:ndljp/pid/1073078	和歌山市勧業統計要覧	昭和11年版			和歌山市 編	和歌山市	昭和11	1936			605					インターネット公開（保護期間満了）
1073080_22_3.jpg	1073080	https://dl.ndl.go.jp/info:ndljp/pid/1073080	和歌山市勧業統計要覧	昭和13年版			和歌山市 編	和歌山市	昭和13	1938			605					インターネット公開（保護期間満了）
1073170_14_2.jpg	1073170	https://dl.ndl.go.jp/info:ndljp/pid/1073170	測地学委員会報告 : 三鷹村基線測量	昭和12年11月(第11)			陸地測量部 [編]	陸地測量部	昭和13-15	1940			448					インターネット公開（保護期間満了）
1073170_16_0.jpg	1073170	https://dl.ndl.go.jp/info:ndljp/pid/1073170	測地学委員会報告 : 三鷹村基線測量	昭和12年11月(第11)			陸地測量部 [編]	陸地測量部	昭和13-15	1940			448					インターネット公開（保護期間満了）
1073170_25_2.jpg	1073170	https://dl.ndl.go.jp/info:ndljp/pid/1073170	測地学委員会報告 : 三鷹村基線測量	昭和12年11月(第11)			陸地測量部 [編]	陸地測量部	昭和13-15	1940			448					インターネット公開（保護期間満了）
1073170_26_0.jpg	1073170	https://dl.ndl.go.jp/info:ndljp/pid/1073170	測地学委員会報告 : 三鷹村基線測量	昭和12年11月(第11)			陸地測量部 [編]	陸地測量部	昭和13-15	1940			448					インターネット公開（保護期間満了）
1073215_251_1.jpg	1073215	https://dl.ndl.go.jp/info:ndljp/pid/1073215	第七回世界教育会議論文集	第2巻			帝国教育会第七回世界教育会議残務整理部 編	帝国教育会第七回世界教育会議残務整理部	昭14	1939			370					インターネット公開（保護期間満了）
1073235_23_1.jpg	1073235	https://dl.ndl.go.jp/info:ndljp/pid/1073235	台湾総督府中央研究所林業部報告	第12号 造林に關する試驗				台湾総督府中央研究所	昭6至12	1937			650					インターネット公開（保護期間満了）
1073417_31_2.jpg	1073417	https://dl.ndl.go.jp/info:ndljp/pid/1073417	朝鮮総督府水産試験場年報	第9巻 第3冊 養殖竝生物調査 (養殖係)			朝鮮総督府水産試験場 編	朝鮮総督府水産試験場	昭13至14	1939			660					インターネット公開（保護期間満了）
1073713_24_1.jpg	1073713	https://dl.ndl.go.jp/info:ndljp/pid/1073713	冀東地方巡廻診療記	第1回(昭和11年)			同仁会北京医院巡廻診療班 編	同仁会	昭11	1936		74p ; 23cm	490					インターネット公開（保護期間満了）
1073713_28_4.jpg	1073713	https://dl.ndl.go.jp/info:ndljp/pid/1073713	冀東地方巡廻診療記	第1回(昭和11年)			同仁会北京医院巡廻診療班 編	同仁会	昭11	1936		74p ; 23cm	490					インターネット公開（保護期間満了）
1073713_30_7.jpg	1073713	https://dl.ndl.go.jp/info:ndljp/pid/1073713	冀東地方巡廻診療記	第1回(昭和11年)			同仁会北京医院巡廻診療班 編	同仁会	昭11	1936		74p ; 23cm	490					インターネット公開（保護期間満了）
1073755_61_3.jpg	1073755	https://dl.ndl.go.jp/info:ndljp/pid/1073755	長崎県穀物検査成績	昭和6年度			長崎県穀物検査所 編	長崎県穀物検査所	昭11	1936		99p ; 23cm	615					インターネット公開（保護期間満了）
1074190_50_3.jpg	1074190	https://dl.ndl.go.jp/info:ndljp/pid/1074190	農業年鑑	昭和12年			「国勢グラフ」編輯部 編	国勢社	昭和12	1937			610					インターネット公開（保護期間満了）
1074203_38_1.jpg	1074203	https://dl.ndl.go.jp/info:ndljp/pid/1074203	農業年鑑	昭和16年			「国勢グラフ」編輯部 編	国勢社	昭12-15	1940			610					インターネット公開（保護期間満了）
1074203_38_2.jpg	1074203	https://dl.ndl.go.jp/info:ndljp/pid/1074203	農業年鑑	昭和16年			「国勢グラフ」編輯部 編	国勢社	昭12-15	1940			610					インターネット公開（保護期間満了）
1074323_31_5.jpg	1074323	https://dl.ndl.go.jp/info:ndljp/pid/1074323	農・林・水産統計摘要	昭和11年版			農林大臣官房統計課 編	農林大臣官房統計課	昭11	1936		156p ; 23cm	605					インターネット公開（保護期間満了）
1074323_39_4.jpg	1074323	https://dl.ndl.go.jp/info:ndljp/pid/1074323	農・林・水産統計摘要	昭和11年版			農林大臣官房統計課 編	農林大臣官房統計課	昭11	1936		156p ; 23cm	605					インターネット公開（保護期間満了）
1074323_60_4.jpg	1074323	https://dl.ndl.go.jp/info:ndljp/pid/1074323	農・林・水産統計摘要	昭和11年版			農林大臣官房統計課 編	農林大臣官房統計課	昭11	1936		156p ; 23cm	605					インターネット公開（保護期間満了）
1074323_63_3.jpg	1074323	https://dl.ndl.go.jp/info:ndljp/pid/1074323	農・林・水産統計摘要	昭和11年版			農林大臣官房統計課 編	農林大臣官房統計課	昭11	1936		156p ; 23cm	605					インターネット公開（保護期間満了）
1077467_45_3.jpg	1077467	https://dl.ndl.go.jp/info:ndljp/pid/1077467	農・林・水産統計摘要	[昭和9]			農林大臣官房統計課 [編]	東京統計協会	昭和9	1934		135p ; 23cm	605					インターネット公開（保護期間満了）
1077500_32_0.jpg	1077500	https://dl.ndl.go.jp/info:ndljp/pid/1077500	農業経営調査書	昭和5年度			帝国農会 編	帝国農会	昭和8	1933			611					インターネット公開（保護期間満了）
1077584_51_1.jpg	1077584	https://dl.ndl.go.jp/info:ndljp/pid/1077584	法医学				三田定則 著	金原書店	昭和9	1934		515, 7p ; 23cm	498.9					インターネット公開（保護期間満了）
1077584_52_2.jpg	1077584	https://dl.ndl.go.jp/info:ndljp/pid/1077584	法医学				三田定則 著	金原書店	昭和9	1934		515, 7p ; 23cm	498.9					インターネット公開（保護期間満了）
1077584_73_0.jpg	1077584	https://dl.ndl.go.jp/info:ndljp/pid/1077584	法医学				三田定則 著	金原書店	昭和9	1934		515, 7p ; 23cm	498.9					インターネット公開（保護期間満了）
1077591_10_0.jpg	1077591	https://dl.ndl.go.jp/info:ndljp/pid/1077591	福島県主要物産統計	第31回(昭和6年)			福島県 編	福島県知事官房	昭和8	1933			605					インターネット公開（保護期間満了）
1077787_45_3.jpg	1077787	https://dl.ndl.go.jp/info:ndljp/pid/1077787	模範最新世界年表			訂16版	三省堂編輯所 編	三省堂	昭和3	1928		379, 182p ; 20cm	203					インターネット公開（保護期間満了）
1077788_28_1.jpg	1077788	https://dl.ndl.go.jp/info:ndljp/pid/1077788	本邦畜産要覧	第15次			農林省畜産局 [編]	中央畜産会	昭和3-14	1939			640					インターネット公開（保護期間満了）
1077828_50_0.jpg	1077828	https://dl.ndl.go.jp/info:ndljp/pid/1077828	満蒙交通統計	昭和3年度			満鉄調査課 編	南満洲鉄道	昭和5	1930		79p ; 27cm	680					インターネット公開（保護期間満了）
1077954_99_2.jpg	1077954	https://dl.ndl.go.jp/info:ndljp/pid/1077954	農事改良資料	第149 (穀物要覧 昭和14年3月)				農林省農務局	昭和14	1939		200, 5p ; 26cm	610					インターネット公開（保護期間満了）
1079082_33_0.jpg	1079082	https://dl.ndl.go.jp/info:ndljp/pid/1079082	全国上級学校理科入学試験問題集				旺文社 編	旺文社	1948	1948			376.8					インターネット公開（保護期間満了）
1081037_107_0.jpg	1081037	https://dl.ndl.go.jp/info:ndljp/pid/1081037	釀造試驗所報告	第95號 (学術的研究)			釀造試驗所 著	釀造試驗所	昭和2	1927			588					インターネット公開（保護期間満了）
1082114_54_0.jpg	1082114	https://dl.ndl.go.jp/info:ndljp/pid/1082114	中等物理學教科書			修訂, 訂正3版	和田猪三郎, 倉林源四郎 共編	金港堂書籍	1914	1914		322p ; 23cm	420					インターネット公開（保護期間満了）
1082120_54_0.jpg	1082120	https://dl.ndl.go.jp/info:ndljp/pid/1082120	中等物理學教科書			修正3版	森總之助 編	積善館	1916	1916		320, 2, 21p ; 23cm	375.4					インターネット公開（保護期間満了）
1082120_56_0.jpg	1082120	https://dl.ndl.go.jp/info:ndljp/pid/1082120	中等物理學教科書			修正3版	森總之助 編	積善館	1916	1916		320, 2, 21p ; 23cm	375.4					インターネット公開（保護期間満了）
1082164_154_0.jpg	1082164	https://dl.ndl.go.jp/info:ndljp/pid/1082164	生化學提要			第8版	柿内三郎 著	克誠堂書店	1940	1940		571, 9p ; 23cm	464					インターネット公開（保護期間満了）
1083075_318_0.jpg	1083075	https://dl.ndl.go.jp/info:ndljp/pid/1083075	氣象學			増補再版	馬場信倫 編述	嵩山房	1914	1914		1冊 ; 23cm	451					インターネット公開（保護期間満了）
1083361_176_0.jpg	1083361	https://dl.ndl.go.jp/info:ndljp/pid/1083361	試驗問題講義	算術之部		改訂8版	長澤龜之助 著	東海堂書店	1918	1918		433p ; 16cm	376.8					インターネット公開（保護期間満了）
1083361_176_1.jpg	1083361	https://dl.ndl.go.jp/info:ndljp/pid/1083361	試驗問題講義	算術之部		改訂8版	長澤龜之助 著	東海堂書店	1918	1918		433p ; 16cm	376.8					インターネット公開（保護期間満了）
1083361_176_2.jpg	1083361	https://dl.ndl.go.jp/info:ndljp/pid/1083361	試驗問題講義	算術之部		改訂8版	長澤龜之助 著	東海堂書店	1918	1918		433p ; 16cm	376.8					インターネット公開（保護期間満了）
1084882_8_0.jpg	1084882	https://dl.ndl.go.jp/info:ndljp/pid/1084882	Bulletin of the imperial earthquake investigation committee	v.3 no.1			震災豫防調査會 編	震災豫防調査會	1909	1909		35p, 5枚 ; 27cm						インターネット公開（保護期間満了）
1085163_63_0.jpg	1085163	https://dl.ndl.go.jp/info:ndljp/pid/1085163	[島根縣統計書]					島根縣	1911	1911		363, 48p ; 13cm	351.73					インターネット公開（保護期間満了）
1085163_85_0.jpg	1085163	https://dl.ndl.go.jp/info:ndljp/pid/1085163	[島根縣統計書]					島根縣	1911	1911		363, 48p ; 13cm	351.73					インターネット公開（保護期間満了）
1085595_31_2.jpg	1085595	https://dl.ndl.go.jp/info:ndljp/pid/1085595	鐵道旅客手小荷物運賃算出表	昭和10年版			鐵道省運輸局 編	鐵道教育會	1935	1935		1冊 ; 23cm	686					インターネット公開（保護期間満了）
1085595_35_0.jpg	1085595	https://dl.ndl.go.jp/info:ndljp/pid/1085595	鐵道旅客手小荷物運賃算出表	昭和10年版			鐵道省運輸局 編	鐵道教育會	1935	1935		1冊 ; 23cm	686					インターネット公開（保護期間満了）
1085642_66_0.jpg	1085642	https://dl.ndl.go.jp/info:ndljp/pid/1085642	最新旋盤及機械仕上實習法			非常時體制版	香村小録 監修	テンセン社	1940	1940		209, 24p ; 19cm	532					インターネット公開（保護期間満了）
1085642_66_1.jpg	1085642	https://dl.ndl.go.jp/info:ndljp/pid/1085642	最新旋盤及機械仕上實習法			非常時體制版	香村小録 監修	テンセン社	1940	1940		209, 24p ; 19cm	532					インターネット公開（保護期間満了）
1085642_66_2.jpg	1085642	https://dl.ndl.go.jp/info:ndljp/pid/1085642	最新旋盤及機械仕上實習法			非常時體制版	香村小録 監修	テンセン社	1940	1940		209, 24p ; 19cm	532					インターネット公開（保護期間満了）
1086095_205_0.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_205_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_207_1.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_220_1.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_220_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_224_0.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_225_0.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_226_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_228_1.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_228_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_230_1.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_230_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_230_3.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_231_0.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_231_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_232_4.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_241_3.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_242_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_242_3.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_253_1.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_272_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_273_2.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_282_0.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_283_0.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_284_1.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086095_285_0.jpg	1086095	https://dl.ndl.go.jp/info:ndljp/pid/1086095	労働年鑑	昭和36年版			桂労働関係研究所 編	桂労働関係研究所	1960	1960		593, 105p ; 22cm	366.059					インターネット公開（保護期間満了）
1086826_135_1.jpg	1086826	https://dl.ndl.go.jp/info:ndljp/pid/1086826	東京市勢提要	第4回				東京市	大正2-14	1925			351.36					インターネット公開（保護期間満了）
1086852_86_3.jpg	1086852	https://dl.ndl.go.jp/info:ndljp/pid/1086852	島根県治一斑	第23回				島根県	大正2-15	1926			351.73					インターネット公開（保護期間満了）
1086858_138_3.jpg	1086858	https://dl.ndl.go.jp/info:ndljp/pid/1086858	大阪市勢提要	 第4回				大阪市	大正2-6	1917			351.63					インターネット公開（保護期間満了）
1086858_212_2.jpg	1086858	https://dl.ndl.go.jp/info:ndljp/pid/1086858	大阪市勢提要	 第4回				大阪市	大正2-6	1917			351.63					インターネット公開（保護期間満了）
1086863_89_3.jpg	1086863	https://dl.ndl.go.jp/info:ndljp/pid/1086863	東京市勢提要	第12回				東京市	大正2-14	1925			351.36					インターネット公開（保護期間満了）
1086871_153_1.jpg	1086871	https://dl.ndl.go.jp/info:ndljp/pid/1086871	島根県治一斑	第28回				島根県	大正2-15	1926			351.73					インターネット公開（保護期間満了）
1086871_68_2.jpg	1086871	https://dl.ndl.go.jp/info:ndljp/pid/1086871	島根県治一斑	第28回				島根県	大正2-15	1926			351.73					インターネット公開（保護期間満了）
1086871_99_0.jpg	1086871	https://dl.ndl.go.jp/info:ndljp/pid/1086871	島根県治一斑	第28回				島根県	大正2-15	1926			351.73					インターネット公開（保護期間満了）
1086882_140_0.jpg	1086882	https://dl.ndl.go.jp/info:ndljp/pid/1086882	島根県治一斑	第29回				島根県	大正2-15	1926			351.73					インターネット公開（保護期間満了）
1086882_85_2.jpg	1086882	https://dl.ndl.go.jp/info:ndljp/pid/1086882	島根県治一斑	第29回				島根県	大正2-15	1926			351.73					インターネット公開（保護期間満了）
1086882_86_0.jpg	1086882	https://dl.ndl.go.jp/info:ndljp/pid/1086882	島根県治一斑	第29回				島根県	大正2-15	1926			351.73					インターネット公開（保護期間満了）
1086892_43_3.jpg	1086892	https://dl.ndl.go.jp/info:ndljp/pid/1086892	福島県県勢一斑	第20回(大正11年刊)				福島県	大正6-13	1924			351.26					インターネット公開（保護期間満了）
1086907_21_0.jpg	1086907	https://dl.ndl.go.jp/info:ndljp/pid/1086907	秋田営林局統計要覧	 大正14年度				秋田営林局	大正15-昭和2	1927			650					インターネット公開（保護期間満了）
1091884_15_0.jpg	1091884	https://dl.ndl.go.jp/info:ndljp/pid/1091884	昭和九年度業務報告抜萃				三重県立農事試験場 著	三重県立農事試験場	昭和11	1936		63p ; 23cm	610					インターネット公開（保護期間満了）
1091931_14_0.jpg	1091931	https://dl.ndl.go.jp/info:ndljp/pid/1091931	長崎税関貿易要覧	昭和5年				[長崎税関]	[昭和5]	1930		42p ; 19×19cm	678					インターネット公開（保護期間満了）
1091931_14_2.jpg	1091931	https://dl.ndl.go.jp/info:ndljp/pid/1091931	長崎税関貿易要覧	昭和5年				[長崎税関]	[昭和5]	1930		42p ; 19×19cm	678					インターネット公開（保護期間満了）
1093798_2_0.jpg	1093798	https://dl.ndl.go.jp/info:ndljp/pid/1093798	栃木県家禽統計	昭和4年				栃木県知事官房統計課	昭和4	1929		43p ; 19cm	646					インターネット公開（保護期間満了）
1093798_2_1.jpg	1093798	https://dl.ndl.go.jp/info:ndljp/pid/1093798	栃木県家禽統計	昭和4年				栃木県知事官房統計課	昭和4	1929		43p ; 19cm	646					インターネット公開（保護期間満了）
