fname	PID	URL	タイトル	巻次	シリーズ	版表示	著者	出版者	出版年	出版年(W3CDTF)	ISBN	冊数（ページ数・大きさ）	NDC分類	NDC分類（第８版）	NDC分類（第９版）	NDLC分類	件名（NDLSH）	公開範囲
1442220_47_1.jpg	1442220	https://dl.ndl.go.jp/info:ndljp/pid/1442220	樺太庁統計書	昭和３年			樺太庁 編	樺太庁	昭和5	1930			352					インターネット公開（保護期間満了）
1442879_50_0.jpg	1442879	https://dl.ndl.go.jp/info:ndljp/pid/1442879	市街地購買組合調査	[第1回]			産業組合中央会 編	産業組合中央会	大正15	1926			335.6					インターネット公開（保護期間満了）
1443309_216_0.jpg	1443309	https://dl.ndl.go.jp/info:ndljp/pid/1443309	世界政治経済年鑑				東京政治経済研究所 編	岩波書店	昭和6	1931		821, 25p ; 23cm	331					インターネット公開（保護期間満了）
1443309_216_1.jpg	1443309	https://dl.ndl.go.jp/info:ndljp/pid/1443309	世界政治経済年鑑				東京政治経済研究所 編	岩波書店	昭和6	1931		821, 25p ; 23cm	331					インターネット公開（保護期間満了）
1443309_67_0.jpg	1443309	https://dl.ndl.go.jp/info:ndljp/pid/1443309	世界政治経済年鑑				東京政治経済研究所 編	岩波書店	昭和6	1931		821, 25p ; 23cm	331					インターネット公開（保護期間満了）
1443309_67_1.jpg	1443309	https://dl.ndl.go.jp/info:ndljp/pid/1443309	世界政治経済年鑑				東京政治経済研究所 編	岩波書店	昭和6	1931		821, 25p ; 23cm	331					インターネット公開（保護期間満了）
1443690_415_2.jpg	1443690	https://dl.ndl.go.jp/info:ndljp/pid/1443690	朝鮮総督府統計年報	昭和６年			朝鮮総督府 編	朝鮮総督府	昭和8	1933			352					インターネット公開（保護期間満了）
1444836_119_2.jpg	1444836	https://dl.ndl.go.jp/info:ndljp/pid/1444836	蘭領印度に於ける華僑		南洋華僑叢書 ; 第4巻			南満洲鉄道東亜経済調査局	1940	1940		404p ; 23cm	334.5				華僑	インターネット公開（保護期間満了）
1444836_119_3.jpg	1444836	https://dl.ndl.go.jp/info:ndljp/pid/1444836	蘭領印度に於ける華僑		南洋華僑叢書 ; 第4巻			南満洲鉄道東亜経済調査局	1940	1940		404p ; 23cm	334.5				華僑	インターネット公開（保護期間満了）
1445253_290_0.jpg	1445253	https://dl.ndl.go.jp/info:ndljp/pid/1445253	台湾総督府統計書	第30(昭和元年)				台湾総督府総督官房調査課	1928	1928		659p 地図 ; 26cm	352.24					インターネット公開（保護期間満了）
1445295_74_2.jpg	1445295	https://dl.ndl.go.jp/info:ndljp/pid/1445295	朝鮮統計要覧	昭和13年				朝鮮総督府	1940	1940		315p ; 15cm	352.1					インターネット公開（保護期間満了）
1445345_122_1.jpg	1445345	https://dl.ndl.go.jp/info:ndljp/pid/1445345	東京市統計図表					東京市	1939	1939		図64枚 ; 27cm	351.36			DT67		インターネット公開（保護期間満了）
1445345_122_2.jpg	1445345	https://dl.ndl.go.jp/info:ndljp/pid/1445345	東京市統計図表					東京市	1939	1939		図64枚 ; 27cm	351.36			DT67		インターネット公開（保護期間満了）
1445363_12_3.jpg	1445363	https://dl.ndl.go.jp/info:ndljp/pid/1445363	京都府下金融概況調	昭和17年9月末現在				京都府	1942	1942		27p ; 22cm	338.059			DT782	金融--京都府--統計	インターネット公開（保護期間満了）
1445405_37_0.jpg	1445405	https://dl.ndl.go.jp/info:ndljp/pid/1445405	生産力拡充ニ伴フ技術者、熟練工及一般労働者補充計画					日満財政経済研究会	1937	1937		85p ; 26cm	366.2			EL95	労働力	インターネット公開（保護期間満了）
1445405_39_0.jpg	1445405	https://dl.ndl.go.jp/info:ndljp/pid/1445405	生産力拡充ニ伴フ技術者、熟練工及一般労働者補充計画					日満財政経済研究会	1937	1937		85p ; 26cm	366.2			EL95	労働力	インターネット公開（保護期間満了）
1445790_382_6.jpg	1445790	https://dl.ndl.go.jp/info:ndljp/pid/1445790	市町村財政概要	昭和7～9年度				北海道内務部	1932.12-1934.10	1932||1934		3冊 (合本1冊) ; 27cm		349.059		DT772		インターネット公開（保護期間満了）
1446339_212_2.jpg	1446339	https://dl.ndl.go.jp/info:ndljp/pid/1446339	長崎県統計書	昭和９年　第３編 産業			長崎県 編	長崎県	昭和11	1936			351.93					インターネット公開（保護期間満了）
1446361_78_0.jpg	1446361	https://dl.ndl.go.jp/info:ndljp/pid/1446361	名古屋市財政概要	昭和１５年度			名古屋市 編	名古屋市	昭和15	1940			349					インターネット公開（保護期間満了）
1446568_137_0.jpg	1446568	https://dl.ndl.go.jp/info:ndljp/pid/1446568	福島県統計書	第５４回　下編			福島県総務部 編	福島県	昭11至15	1940			351.26					インターネット公開（保護期間満了）
1446621_372_0.jpg	1446621	https://dl.ndl.go.jp/info:ndljp/pid/1446621	保険事業年鑑	昭和１４年版　下巻			損害保険事業研究所 編	損害保険事業研究所	昭14	1939			339					インターネット公開（保護期間満了）
1446639_569_2.jpg	1446639	https://dl.ndl.go.jp/info:ndljp/pid/1446639	兵庫県統計書	昭和１２年　上巻			兵庫県総務部調査課 編	兵庫県総務部調査課	昭和14	1939			351.64					インターネット公開（保護期間満了）
1446659_118_0.jpg	1446659	https://dl.ndl.go.jp/info:ndljp/pid/1446659	保険事業年鑑	昭和１４年版　上巻 損害保険			損害保険事業研究所 編	損害保険事業研究所	昭14	1939			339					インターネット公開（保護期間満了）
1446659_319_1.jpg	1446659	https://dl.ndl.go.jp/info:ndljp/pid/1446659	保険事業年鑑	昭和１４年版　上巻 損害保険			損害保険事業研究所 編	損害保険事業研究所	昭14	1939			339					インターネット公開（保護期間満了）
1446691_313_1.jpg	1446691	https://dl.ndl.go.jp/info:ndljp/pid/1446691	宮崎県統計書	昭和９年			宮崎県総務部統計課 編	宮崎県総務部統計課	昭和10	1935			351.96					インターネット公開（保護期間満了）
1446710_89_2.jpg	1446710	https://dl.ndl.go.jp/info:ndljp/pid/1446710	横浜市統計書	第３１回			横浜市 編	横浜市	昭和13	1938			351.37					インターネット公開（保護期間満了）
1446855_43_0.jpg	1446855	https://dl.ndl.go.jp/info:ndljp/pid/1446855	沖縄県統計書	昭和２年　第２編			沖縄県 編	沖縄県	昭和5	1930			351.99					インターネット公開（保護期間満了）
1446891_79_2.jpg	1446891	https://dl.ndl.go.jp/info:ndljp/pid/1446891	沖縄県統計書	昭和４年　第１編 （内務）			沖縄県 編	沖縄県	昭和6	1931			351.99					インターネット公開（保護期間満了）
1446958_140_4.jpg	1446958	https://dl.ndl.go.jp/info:ndljp/pid/1446958	沖縄県統計書	大正１４年　第３編 （産業）			沖縄県 編	沖縄県	昭和2	1927			351.99					インターネット公開（保護期間満了）
1447000_106_1.jpg	1447000	https://dl.ndl.go.jp/info:ndljp/pid/1447000	銀行局年報	第５０次（大正１４年）			大蔵省銀行局 編	大蔵省銀行局	昭和2	1927			338					インターネット公開（保護期間満了）
1447000_147_4.jpg	1447000	https://dl.ndl.go.jp/info:ndljp/pid/1447000	銀行局年報	第５０次（大正１４年）			大蔵省銀行局 編	大蔵省銀行局	昭和2	1927			338					インターネット公開（保護期間満了）
1447000_67_1.jpg	1447000	https://dl.ndl.go.jp/info:ndljp/pid/1447000	銀行局年報	第５０次（大正１４年）			大蔵省銀行局 編	大蔵省銀行局	昭和2	1927			338					インターネット公開（保護期間満了）
1447341_222_0.jpg	1447341	https://dl.ndl.go.jp/info:ndljp/pid/1447341	公民科資料詳解	上巻			国勢グラフ編輯部 編	国勢社	昭和10	1935			375.3					インターネット公開（保護期間満了）
1447573_146_0.jpg	1447573	https://dl.ndl.go.jp/info:ndljp/pid/1447573	神戸市勢要覧	第１４回			神戸市 編	神戸市	昭和6	1931			351.64					インターネット公開（保護期間満了）
1447573_67_0.jpg	1447573	https://dl.ndl.go.jp/info:ndljp/pid/1447573	神戸市勢要覧	第１４回			神戸市 編	神戸市	昭和6	1931			351.64					インターネット公開（保護期間満了）
1447573_67_2.jpg	1447573	https://dl.ndl.go.jp/info:ndljp/pid/1447573	神戸市勢要覧	第１４回			神戸市 編	神戸市	昭和6	1931			351.64					インターネット公開（保護期間満了）
1447573_79_2.jpg	1447573	https://dl.ndl.go.jp/info:ndljp/pid/1447573	神戸市勢要覧	第１４回			神戸市 編	神戸市	昭和6	1931			351.64					インターネット公開（保護期間満了）
1447839_18_1.jpg	1447839	https://dl.ndl.go.jp/info:ndljp/pid/1447839	小樽市統計書	第２４回（昭和３年）			小樽市 編	小樽市	昭和4	1929			351.1					インターネット公開（保護期間満了）
1451896_236_0.jpg	1451896	https://dl.ndl.go.jp/info:ndljp/pid/1451896	熊本県統計書	第５８回			熊本県総務部統計課 編	熊本県	昭11至15	1940			351.94					インターネット公開（保護期間満了）
1451945_97_1.jpg	1451945	https://dl.ndl.go.jp/info:ndljp/pid/1451945	高知県統計書	昭和９年			高知県 編	高知県	昭和11至15	1940			351.84					インターネット公開（保護期間満了）
1454795_88_3.jpg	1454795	https://dl.ndl.go.jp/info:ndljp/pid/1454795	台湾金融年報	昭和9年				台湾総督府財務局	昭和10	1935				338.059		DT783		インターネット公開（保護期間満了）
1454894_10_0.jpg	1454894	https://dl.ndl.go.jp/info:ndljp/pid/1454894	東京市立国民学校職員家計調査報告	第2輯(昭和16年度)			東京市教育局教育研究所 [編]	東京市	1942.3	1942		149p ; 25cm		365.4		EF13	生計費--統計||教員	インターネット公開（保護期間満了）
1454894_62_0.jpg	1454894	https://dl.ndl.go.jp/info:ndljp/pid/1454894	東京市立国民学校職員家計調査報告	第2輯(昭和16年度)			東京市教育局教育研究所 [編]	東京市	1942.3	1942		149p ; 25cm		365.4		EF13	生計費--統計||教員	インターネット公開（保護期間満了）
1454894_62_2.jpg	1454894	https://dl.ndl.go.jp/info:ndljp/pid/1454894	東京市立国民学校職員家計調査報告	第2輯(昭和16年度)			東京市教育局教育研究所 [編]	東京市	1942.3	1942		149p ; 25cm		365.4		EF13	生計費--統計||教員	インターネット公開（保護期間満了）
1457203_145_2.jpg	1457203	https://dl.ndl.go.jp/info:ndljp/pid/1457203	各科郷土化の実際					福川尋常高等小学校	昭和8	1933		203, 36p ; 23cm	375					インターネット公開（保護期間満了）
1457986_344_0.jpg	1457986	https://dl.ndl.go.jp/info:ndljp/pid/1457986	野戦鉄道小隊長必携 : 在郷軍人幹部軍事能力向上用				陸軍省徴募課 編纂	帝国在郷軍人会本部	昭和9	1934		586, 34p ; 15cm	396					インターネット公開（保護期間満了）
1457986_344_3.jpg	1457986	https://dl.ndl.go.jp/info:ndljp/pid/1457986	野戦鉄道小隊長必携 : 在郷軍人幹部軍事能力向上用				陸軍省徴募課 編纂	帝国在郷軍人会本部	昭和9	1934		586, 34p ; 15cm	396					インターネット公開（保護期間満了）
1457986_346_3.jpg	1457986	https://dl.ndl.go.jp/info:ndljp/pid/1457986	野戦鉄道小隊長必携 : 在郷軍人幹部軍事能力向上用				陸軍省徴募課 編纂	帝国在郷軍人会本部	昭和9	1934		586, 34p ; 15cm	396					インターネット公開（保護期間満了）
1458995_38_0.jpg	1458995	https://dl.ndl.go.jp/info:ndljp/pid/1458995	高等小学算術書	第2学年児童用		修正	文部省 著	文部省	昭和13	1938		96p ; 19cm	375.4					インターネット公開（保護期間満了）
1458995_47_0.jpg	1458995	https://dl.ndl.go.jp/info:ndljp/pid/1458995	高等小学算術書	第2学年児童用		修正	文部省 著	文部省	昭和13	1938		96p ; 19cm	375.4					インターネット公開（保護期間満了）
1458995_47_2.jpg	1458995	https://dl.ndl.go.jp/info:ndljp/pid/1458995	高等小学算術書	第2学年児童用		修正	文部省 著	文部省	昭和13	1938		96p ; 19cm	375.4					インターネット公開（保護期間満了）
1459379_7_1.jpg	1459379	https://dl.ndl.go.jp/info:ndljp/pid/1459379	英国経済情報	[昭和18年2月]	正金特報 ; 第7号			横浜正金銀行調査部	昭和18	1943		15p ; 21cm	332.3||332.33					インターネット公開（保護期間満了）
1459399_71_0.jpg	1459399	https://dl.ndl.go.jp/info:ndljp/pid/1459399	米国戦争経済力の基礎研究					三菱経済研究所	昭和18	1943		408p ; 22cm	332.5||332.53					インターネット公開（保護期間満了）
1460777_80_0.jpg	1460777	https://dl.ndl.go.jp/info:ndljp/pid/1460777	京都財政要覧	昭和１８年度			京都市理財局財務課 編	京都市理財局財務課	昭和17-18	1943			349					インターネット公開（保護期間満了）
1461281_238_1.jpg	1461281	https://dl.ndl.go.jp/info:ndljp/pid/1461281	東京市統計年表	第３７回（昭和１４年） 一般統計編			東京市 編	東京市	昭和16	1941			351.36					インターネット公開（保護期間満了）
1710049_74_0.jpg	1710049	https://dl.ndl.go.jp/info:ndljp/pid/1710049	大分県統計書	昭和２年　第２編			大分県 [編]	大分県	大正15至昭和10	1935			351.95					インターネット公開（保護期間満了）
1710132_18_3.jpg	1710132	https://dl.ndl.go.jp/info:ndljp/pid/1710132	金沢市統計書	大正１４年　第１編 （氣象・土地・戸口）			金沢市 編	金沢市	大正15-昭和10	1935			351.43					インターネット公開（保護期間満了）
1710145_75_2.jpg	1710145	https://dl.ndl.go.jp/info:ndljp/pid/1710145	大分県統計書	昭和５年　第１編			大分県 [編]	大分県	大正15至昭和10	1935			351.95					インターネット公開（保護期間満了）
1711120_13_2.jpg	1711120	https://dl.ndl.go.jp/info:ndljp/pid/1711120	横浜市勢要覧	昭和６年			横浜市 編	横浜市	昭和6-10	1935			351.37					インターネット公開（保護期間満了）
1712237_67_0.jpg	1712237	https://dl.ndl.go.jp/info:ndljp/pid/1712237	神戸市統計書	第１７回　第９編 議員、吏員及財政			神戸市 編	神戸市	大正15	1926			351.64					インターネット公開（保護期間満了）
1718533_63_0.jpg	1718533	https://dl.ndl.go.jp/info:ndljp/pid/1718533	満洲会社考課表集成	[第2] (商業金融編)	産業調査資料 ; 第34編		南満洲鉄道株式会社産業部 編	南満洲鉄道	1937	1937		253p ; 26cm	670.35				会社--名簿	インターネット公開（保護期間満了）
1720374_194_0.jpg	1720374	https://dl.ndl.go.jp/info:ndljp/pid/1720374	児童百科大辞典	28			小原国芳 編	児童百科大辞典刊行会	昭和11	1936		565p 図版 ; 26cm						インターネット公開（保護期間満了）
1905171_147_0.jpg	1905171	https://dl.ndl.go.jp/info:ndljp/pid/1905171	中央気象台秘密気象報告	第3卷			中央気象台 編	中央気象台	昭和18	1943			451.29			ME213	気象--日本	インターネット公開（保護期間満了）
1905825_312_1.jpg	1905825	https://dl.ndl.go.jp/info:ndljp/pid/1905825	日本銀行沿革史	第三巻				日本銀行	〔1913〕	1913			338.41			DF238		インターネット公開（保護期間満了）
2216002_97_1.jpg	2216002	https://dl.ndl.go.jp/info:ndljp/pid/2216002	台湾金融年報	昭和十二年				台湾総督府財務局	昭和12	1937				338.059		DT783		インターネット公開（保護期間満了）
2216264_45_0.jpg	2216264	https://dl.ndl.go.jp/info:ndljp/pid/2216264	台湾金融年報	昭和十三年				台湾総督府財務局	昭和13	1938				338.059		DT783		インターネット公開（保護期間満了）
2216264_46_3.jpg	2216264	https://dl.ndl.go.jp/info:ndljp/pid/2216264	台湾金融年報	昭和十三年				台湾総督府財務局	昭和13	1938				338.059		DT783		インターネット公開（保護期間満了）
2388516_46_0.jpg	2388516	https://dl.ndl.go.jp/info:ndljp/pid/2388516	ソ連邦国民経済統計集				経済安定本部経済復興計画委員会, 経済安定本部総裁官房企画部調査課 共編	経済安定本部	1948	1948			330.59					インターネット公開（保護期間満了）
2389784_63_0.jpg	2389784	https://dl.ndl.go.jp/info:ndljp/pid/2389784	統計的研究法				小倉金之助 著	積善館	1925	1925			350.1					インターネット公開（保護期間満了）
2389784_63_1.jpg	2389784	https://dl.ndl.go.jp/info:ndljp/pid/2389784	統計的研究法				小倉金之助 著	積善館	1925	1925			350.1					インターネット公開（保護期間満了）
2389784_89_0.jpg	2389784	https://dl.ndl.go.jp/info:ndljp/pid/2389784	統計的研究法				小倉金之助 著	積善館	1925	1925			350.1					インターネット公開（保護期間満了）
2390603_43_3.jpg	2390603	https://dl.ndl.go.jp/info:ndljp/pid/2390603	福井市統計一斑	大正14年分			福井市 編	福井市	大正15	1926			351.44					インターネット公開（保護期間満了）
3460203_6_0.jpg	3460203	https://dl.ndl.go.jp/info:ndljp/pid/3460203	長崎縣學事要覽	大正4年				長崎縣内務部教育課	1915.12	1915		78p 図版18枚 ; 23cm				Y994		インターネット公開（保護期間満了）
